"X","Variety","Centre","SNPsubsp","K9.group","country","region","readepth","Filtered.insertions","Culm.diameter...1st.internode","culm.strength","flag.leaf.angle","grain.length","grain.width","leaf.length","leaf.senescence","Grain.weight","Salt.injury.at.EC12","Time.to.flowering..from.sowing","panicle.threshability"
260,"IRIS 313-11266","IRIS","IND","XI-adm","India","SAS",28.89,18428,2,1,1,7.4,3.3,4,1,2.4,1,4.69134788222914,2
261,"IRIS 313-11267","IRIS","IND","XI-2","India","SAS",29.54,18140,2,1,3,8.4,2.1,3,2,1.4,2,4.64439089914137,2
262,"IRIS 313-11269","IRIS","IND","XI-adm","India","SAS",26.23,16299,2,1,5,8.3,3.8,4,1,2.7,1,4.70048036579242,2
263,"IRIS 313-11270","IRIS","ARO","cB","India","SAS",21.1,18015,2,1,7,8,3.2,3,1,2,2,4.7361984483945,2
264,"IRIS 313-11271","IRIS","IND","XI-2","India","SAS",16.2,18824,2,1,5,8.3,3.1,3,1,2.3,NA,4.82028156560504,2
265,"IRIS 313-11273","IRIS","IND","XI-adm","India","SAS",35.36,18008,2,2,5,8.8,3.1,4,2,2.6,1,4.69134788222914,1
266,"IRIS 313-11274","IRIS","AUS","cA","India","SAS",16.87,18078,2,2,3,7.5,2.7,3,2,1.8,2,4.4188406077966,1
267,"IRIS 313-11275","IRIS","IND","XI-adm","India","SAS",18.72,18793,1,2,5,8.3,3.1,3,2,2.3,2,4.4188406077966,2
268,"IRIS 313-11277","IRIS","AUS","cA","India","SAS",25.93,18874,1,1,3,8.5,3,3,1,2.8,2,4.60517018598809,2
269,"IRIS 313-11278","IRIS","IND","XI-adm","India","SAS",23.54,17835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
270,"IRIS 313-11279","IRIS","IND","XI-adm","India","SAS",32.7,18261,1,2,5,9.2,3.2,3,2,2.6,1,4.56434819146784,2
271,"IRIS 313-11280","IRIS","IND","XI-adm","India","SAS",17.52,18941,2,2,5,11,2.9,3,1,3,NA,4.68213122712422,1
272,"IRIS 313-11281","IRIS","IND","XI-1A","India","SAS",16.51,17301,2,2,3,8.8,2.8,3,1,2.1,1,4.35670882668959,2
273,"IRIS 313-11285","IRIS","IND","XI-2","India","SAS",18.33,18830,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
274,"IRIS 313-11286","IRIS","IND","XI-adm","India","SAS",16.19,20052,2,1,5,8.8,3.3,4,1,2.2,NA,4.76217393479776,1
275,"IRIS 313-11287","IRIS","IND","XI-adm","India","SAS",15.08,19855,2,2,1,9.6,2.9,4,1,2.5,2,4.62497281328427,2
276,"IRIS 313-11289","IRIS","ARO","cB","India","SAS",25.09,19050,2,1,3,8.6,3.8,5,1,2.8,1,4.69134788222914,2
277,"IRIS 313-11295","IRIS","AUS","admix","India","SAS",25.47,18548,1,2,3,8.5,3.1,3,1,2.3,2,4.60517018598809,2
278,"IRIS 313-11297","IRIS","ADM","admix","India","SAS",15.97,20536,1,1,3,7,3.8,3,2,2.3,2,4.57471097850338,2
279,"IRIS 313-11298","IRIS","AUS","cA","India","SAS",30.42,18834,2,1,5,7.1,3.2,3,2,1.9,2,4.4188406077966,1
280,"IRIS 313-11301","IRIS","IND","XI-2","India","SAS",17.51,19205,1,1,7,8.1,2.6,4,1,1.8,1,4.68213122712422,2
281,"IRIS 313-11302","IRIS","IND","XI-adm","India","SAS",18.25,19780,2,1,3,9,3.1,4,2,1.3,2,4.78749174278205,1
282,"IRIS 313-11303","IRIS","IND","XI-adm","India","SAS",17.11,18292,2,1,5,8.3,2.9,3,2,2.2,1,4.76217393479776,2
283,"IRIS 313-11316","IRIS","IND","XI-3","Indonesia","SEA",16.25,19825,2,2,5,6.7,2.9,4,1,1.6,NA,4.9416424226093,1
284,"IRIS 313-11321","IRIS","IND","XI-2","Bangladesh","SAS",15.61,20056,2,1,7,7.8,2.6,3,1,1.8,2,4.76217393479776,1
285,"IRIS 313-11324","IRIS","AUS","cA","Bangladesh","SAS",15.81,19920,NA,2,3,7.6,3.2,NA,2,2.7,1,4.30406509320417,1
286,"IRIS 313-11338","IRIS","IND","XI-adm","Philippines","SEA",22.08,18093,2,1,5,9.1,3.8,4,1,3.7,1,4.56434819146784,1
287,"IRIS 313-11345","IRIS","IND","XI-adm","Philippines","SEA",22.8,18017,1,1,5,8.6,3,4,2,2.4,1,4.45434729625351,2
288,"IRIS 313-11350","IRIS","ARO","cB","India","SAS",16.12,20610,1,1,5,6.8,2.9,4,1,1.7,2,4.66343909411207,2
289,"IRIS 313-11351","IRIS","IND","XI-2","India","SAS",18.94,20468,1,1,3,9.4,2.7,3,1,2.2,2,4.70953020131233,2
290,"IRIS 313-11358","IRIS","IND","XI-2","India","SAS",15.18,19044,1,2,7,7.8,2.2,3,1,1.8,2,4.60517018598809,2
291,"IRIS 313-11370","IRIS","IND","XI-2","India","SAS",16.44,20125,1,1,5,9,3.5,3,2,3.2,2,4.56434819146784,2
292,"IRIS 313-11372","IRIS","IND","XI-2","India","SAS",21.34,17058,1,1,5,10.8,2.4,3,1,2.6,1,4.54329478227,2
293,"IRIS 313-11386","IRIS","IND","XI-3","Thailand","SEA",15.94,18545,2,2,5,10.3,2.6,4,2,2.5,2,4.87519732320115,2
294,"IRIS 313-11394","IRIS","IND","XI-adm","Indonesia","SEA",21.75,18419,2,1,5,9.6,2.9,3,2,3,2,4.83628190695148,2
295,"IRIS 313-11395","IRIS","IND","XI-3","Indonesia","SEA",24.54,18126,2,1,5,8.2,2.4,3,2,1.6,NA,4.91265488573605,2
296,"IRIS 313-11416","IRIS","IND","XI-2","India","SAS",21.55,18732,2,2,5,8.6,2.7,3,2,2.2,2,4.79579054559674,2
297,"IRIS 313-11431","IRIS","IND","XI-3","Philippines","SEA",15.36,20144,1,1,5,9.7,2.9,2,1,2.4,2,4.54329478227,2
298,"IRIS 313-11435","IRIS","JAP","GJ-trp","Ivory_Coast","AFR",17.3,20879,2,1,3,9.5,3,3,1,2.4,2,4.47733681447821,2
299,"IRIS 313-11436","IRIS","JAP","GJ-trp","Ivory_Coast","AFR",22.78,20435,2,1,5,9.4,3.2,3,1,2.4,1,4.52178857704904,1
300,"IRIS 313-11443","IRIS","IND","XI-adm","India","SAS",16.19,19986,1,1,5,8.6,3.1,4,1,1.8,2,4.52178857704904,2
301,"IRIS 313-11453","IRIS","IND","XI-2","India","SAS",31.26,19952,1,1,7,8.1,2.4,3,1,1.7,1,4.47733681447821,2
302,"IRIS 313-11460","IRIS","IND","XI-2","India","SAS",20.09,20805,1,1,1,8,3.2,3,2,1.4,1,4.45434729625351,2
303,"IRIS 313-11461","IRIS","IND","XI-2","India","SAS",19.22,20683,1,1,5,9.1,3.4,2,2,2.9,1,4.47733681447821,2
304,"IRIS 313-11467","IRIS","IND","XI-3","Philippines","SEA",18.51,20548,1,1,5,10.1,2.9,4,1,2.7,2,4.78749174278205,2
305,"IRIS 313-11472","IRIS","IND","XI-3","Philippines","SEA",15.63,20848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
306,"IRIS 313-11477","IRIS","AUS","cA","India","SAS",15.87,20826,1,1,5,9.1,2.8,3,2,1.6,2,4.35670882668959,1
307,"IRIS 313-11483","IRIS","AUS","cA","Bangladesh","SAS",17.74,20687,1,1,3,8,3.9,2,1,3.1,1,4.34380542185368,2
308,"IRIS 313-11484","IRIS","AUS","cA","Bangladesh","SAS",19.96,20662,NA,2,5,8.6,2.8,NA,2,2.4,2,4.4188406077966,1
309,"IRIS 313-11489","IRIS","AUS","cA","India","SAS",18.63,20702,2,1,3,9.2,3.3,3,2,2.4,2,4.55387689160054,2
310,"IRIS 313-11493","IRIS","IND","XI-adm","India","SAS",26.75,20279,2,1,1,7.8,3.2,3,2,2.3,2,4.58496747867057,2
311,"IRIS 313-11513","IRIS","IND","XI-1B","Ecuador","AME",15.43,20452,1,1,3,8.2,3.3,2,1,2.7,1,4.64439089914137,1
312,"IRIS 313-11515","IRIS","IND","XI-adm","na","na",15.51,20232,2,1,1,11.2,3,3,1,3.1,1,4.62497281328427,2
313,"IRIS 313-11516","IRIS","IND","XI-adm","Philippines","SEA",23.73,20181,1,1,1,9.5,3.1,2,1,2.7,1,4.49980967033027,1
314,"IRIS 313-11521","IRIS","IND","XI-adm","Vietnam","SEA",15.11,20522,2,1,1,8.4,3.8,3,1,3,1,4.74493212836325,1
315,"IRIS 313-11522","IRIS","JAP","GJ-adm","China","EAS",19.51,21605,1,1,5,7.8,3.2,3,2,2.1,1,4.33073334028633,1
316,"IRIS 313-11528","IRIS","IND","XI-3","Ivory_Coast","AFR",20.29,20373,2,1,3,9.6,3,4,1,2.6,2,4.92725368515721,2
317,"IRIS 313-11530","IRIS","IND","XI-3","Thailand","SEA",19.5,20930,2,1,1,10.5,3.1,3,2,3.4,1,4.82028156560504,2
318,"IRIS 313-11543","IRIS","IND","XI-3","Myanmar","SEA",15.21,20693,2,2,5,8.7,3.1,4,2,2.7,1,5.07517381523383,2
319,"IRIS 313-11546","IRIS","IND","XI-adm","Myanmar","SEA",17.31,20939,1,2,5,8.7,3.1,4,2,2.1,1,4.75359019110636,2
320,"IRIS 313-11547","IRIS","IND","XI-adm","Myanmar","SEA",20.97,11665,NA,2,7,8.9,2.9,NA,2,1.8,NA,4.91265488573605,1
321,"IRIS 313-11555","IRIS","IND","XI-adm","Sierra_Leone","AFR",17.68,20461,2,1,5,8.1,3.1,3,2,2.5,NA,5.15329159449778,2
322,"IRIS 313-11567","IRIS","ARO","cB","Nepal","SAS",15.13,20549,1,1,3,8.6,2.5,4,2,2,1,4.77068462446567,2
323,"IRIS 313-11575","IRIS","JAP","GJ-tmp","China","EAS",16.37,21549,1,1,5,8,3.3,2,1,2.4,1,4.30406509320417,1
324,"IRIS 313-11582","IRIS","JAP","GJ-tmp","China","EAS",16.27,17069,1,1,3,7.8,3.2,2,1,2.3,1,4.43081679884331,2
325,"IRIS 313-11591","IRIS","ADM","admix","Malaysia","SEA",15.59,20678,2,1,1,8.6,3,4,1,2.8,1,4.96284463025991,1
326,"IRIS 313-11596","IRIS","IND","XI-adm","India","SAS",15.26,20587,1,1,1,6.2,2.8,3,2,1.4,2,4.45434729625351,1
327,"IRIS 313-11602","IRIS","AUS","cA","India","SAS",16.59,16138,1,1,5,7.8,2.4,2,2,1.8,2,4.33073334028633,1
328,"IRIS 313-11604","IRIS","AUS","cA","India","SAS",18.94,20601,1,1,5,8.9,2.6,3,2,2,1,4.43081679884331,2
329,"IRIS 313-11607","IRIS","IND","XI-2","India","SAS",18.96,20205,2,1,3,8.6,2.8,3,2,2.5,1,4.84418708645859,2
330,"IRIS 313-11615","IRIS","IND","XI-3","Guinea","AFR",18.75,20426,NA,2,5,7.2,2.9,NA,2,2.3,2,4.96284463025991,1
331,"IRIS 313-11617","IRIS","AUS","cA","India","SAS",16.2,20860,2,2,5,7.9,3,3,2,2.2,2,4.43081679884331,1
332,"IRIS 313-11618","IRIS","AUS","cA","India","SAS",16.13,20551,2,2,5,9.2,2.3,4,2,2,2,4.54329478227,1
333,"IRIS 313-11622","IRIS","IND","XI-1A","China","EAS",17.55,19802,NA,2,1,7,2.9,NA,2,2.4,1,4.33073334028633,1
334,"IRIS 313-11624","IRIS","IND","XI-1A","Nepal","SAS",18.19,20405,1,2,5,8.9,3,3,2,2.9,2,4.38202663467388,2
335,"IRIS 313-11626","IRIS","ARO","cB","Nepal","SAS",17.4,20901,1,2,3,6.8,3.1,3,2,2.3,2,4.47733681447821,1
336,"IRIS 313-11630","IRIS","ARO","cB","Nepal","SAS",16.34,20856,2,1,5,7.9,2.1,3,1,1.8,1,4.68213122712422,2
337,"IRIS 313-11635","IRIS","IND","XI-3","Thailand","SEA",40.91,19414,2,2,5,9,3.4,4,2,1.5,1,4.8283137373023,1
338,"IRIS 313-11638","IRIS","IND","XI-2","India","SAS",15.63,19103,1,1,3,9.1,2.8,3,2,2.8,1,4.45434729625351,1
339,"IRIS 313-11642","IRIS","IND","XI-2","India","SAS",27.87,19464,1,1,1,8.1,2.9,3,2,2.6,1,4.60517018598809,1
340,"IRIS 313-11643","IRIS","IND","XI-1B","India","SAS",39.56,19715,2,1,3,9.7,2.5,3,2,2.5,2,4.77912349311153,2
341,"IRIS 313-11644","IRIS","IND","XI-2","India","SAS",33.17,19191,1,1,3,8.2,3.2,3,2,2.7,1,4.58496747867057,2
342,"IRIS 313-11645","IRIS","IND","XI-2","India","SAS",39.91,19511,2,1,3,8.8,3,3,2,2.8,1,4.60517018598809,1
343,"IRIS 313-11646","IRIS","IND","XI-2","India","SAS",40.79,19897,1,1,3,9.7,2.8,2,2,3.1,1,4.58496747867057,1
344,"IRIS 313-11647","IRIS","IND","XI-2","India","SAS",17.68,19506,1,1,3,7.7,3.1,3,2,2.6,1,4.56434819146784,1
345,"IRIS 313-11648","IRIS","IND","XI-2","India","SAS",30.94,19970,1,1,1,7,2.9,3,2,1.9,1,4.58496747867057,1
346,"IRIS 313-11651","IRIS","JAP","GJ-tmp","China","EAS",37.13,21161,1,1,5,7.5,3.2,2,1,2.6,1,3.98898404656427,1
347,"IRIS 313-11652","IRIS","JAP","GJ-tmp","China","EAS",30.19,21270,1,1,5,7.6,3.5,2,1,3.2,1,4.06044301054642,1
348,"IRIS 313-11654","IRIS","JAP","GJ-tmp","China","EAS",15.99,20881,1,1,5,7.3,3.4,2,1,2.8,1,4.27666611901606,2
349,"IRIS 313-11655","IRIS","JAP","GJ-tmp","China","EAS",22.4,15939,1,2,5,7.8,3.6,2,1,3.1,1,4.27666611901606,1
350,"IRIS 313-11656","IRIS","IND","XI-adm","Indonesia","SEA",40.31,19912,1,1,5,8.7,2.5,3,2,2.5,2,4.47733681447821,1
351,"IRIS 313-11657","IRIS","IND","XI-2","Nigeria","AFR",41.04,19970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
352,"IRIS 313-11658","IRIS","JAP","GJ-trp","Sierra_Leone","AFR",16.33,20188,1,1,3,8.9,3.4,3,2,2.9,2,4.60517018598809,1
353,"IRIS 313-11659","IRIS","JAP","GJ-trp","Sierra_Leone","AFR",29.03,20962,2,1,5,8.2,2.9,4,2,2.6,2,4.59511985013459,2
354,"IRIS 313-11661","IRIS","JAP","GJ-tmp","Bhutan","SAS",32.35,21155,1,1,7,8.9,3.4,2,2,3.6,1,4.12713438504509,1
355,"IRIS 313-11663","IRIS","IND","admix","Zimbabwe","AFR",34.09,20039,1,1,3,8.9,3.2,3,2,2.8,2,4.58496747867057,2
356,"IRIS 313-11664","IRIS","IND","XI-adm","China","EAS",39.88,19741,1,1,3,9.8,2.7,3,2,2.7,1,4.52178857704904,1
357,"IRIS 313-11665","IRIS","IND","XI-1A","China","EAS",41.1,19699,1,1,1,9,3.2,2,1,3,1,4.43081679884331,1
358,"IRIS 313-11666","IRIS","IND","XI-adm","China","EAS",17.35,19325,1,1,1,9.2,3,2,1,2.7,2,4.33073334028633,1
359,"IRIS 313-11667","IRIS","IND","XI-1A","China","EAS",26.19,20047,1,1,3,8.9,3.1,2,1,2.6,1,4.27666611901606,1
360,"IRIS 313-11668","IRIS","IND","XI-1A","China","EAS",40.33,19677,1,1,3,8.5,3,2,1,2.1,1,4.30406509320417,1
361,"IRIS 313-11669","IRIS","IND","XI-adm","China","EAS",57.81,19872,2,1,3,8.3,3.1,4,2,2.4,1,4.21950770517611,2
362,"IRIS 313-11671","IRIS","IND","XI-2","Nepal","SAS",48.19,20292,1,1,3,9,2.9,3,2,2.4,1,4.71849887129509,2
363,"IRIS 313-11673","IRIS","JAP","GJ-trp","Philippines","SEA",36.22,21449,1,1,5,7.4,2.6,3,1,1.9,2,4.58496747867057,2
364,"IRIS 313-11674","IRIS","IND","XI-3","Thailand","SEA",30.54,19960,2,1,5,8.9,2.7,3,2,2.6,2,4.92725368515721,2
365,"IRIS 313-11677","IRIS","IND","XI-3","Thailand","SEA",28.14,19968,1,1,5,9.3,2.8,3,1,2.4,1,4.58496747867057,1
366,"IRIS 313-11678","IRIS","IND","XI-3","Thailand","SEA",15,19508,2,1,5,9.8,3.6,3,2,3.5,2,4.72738781871234,2
367,"IRIS 313-11679","IRIS","IND","XI-3","Thailand","SEA",15.74,19800,1,1,3,10.2,2.7,3,2,2.3,1,4.97673374242057,2
368,"IRIS 313-11681","IRIS","IND","XI-3","Thailand","SEA",39.64,19709,NA,2,5,9.1,3.2,NA,2,3.2,2,4.89034912822175,1
369,"IRIS 313-11683","IRIS","IND","XI-3","Thailand","SEA",37.66,20024,2,1,5,8.8,2,4,1,1.6,2,4.94875989037817,2
370,"IRIS 313-11684","IRIS","IND","XI-3","Thailand","SEA",31.25,19995,2,2,5,8.6,2.2,4,1,1,1,4.97673374242057,2
371,"IRIS 313-11685","IRIS","IND","XI-3","Thailand","SEA",34.58,19922,2,1,5,8.9,3,3,1,2.9,1,4.86753445045558,2
372,"IRIS 313-11686","IRIS","IND","XI-3","Thailand","SEA",38.87,19845,2,1,5,10.5,3.2,4,1,2.8,1,4.95582705760126,2
373,"IRIS 313-11687","IRIS","IND","XI-3","Thailand","SEA",36.17,20149,NA,2,7,9.5,2.6,NA,2,2.8,1,4.91265488573605,1
374,"IRIS 313-11689","IRIS","JAP","GJ-tmp","South_Korea","EAS",34.27,21748,1,1,3,7.1,3.2,2,2,2.6,1,4.27666611901606,1
375,"IRIS 313-11691","IRIS","JAP","GJ-sbtrp","Bhutan","SAS",34.95,20825,1,1,3,7.9,2.9,3,2,2.1,2,4.43081679884331,1
376,"IRIS 313-11692","IRIS","IND","XI-1A","Taiwan","EAS",32.12,19542,2,2,5,7.2,3.2,4,2,2.5,1,4.56434819146784,1
377,"IRIS 313-11693","IRIS","IND","XI-adm","Taiwan","EAS",21.01,14758,2,1,5,6.9,2.7,4,2,2,1,4.60517018598809,1
378,"IRIS 313-11700","IRIS","IND","XI-3","Thailand","SEA",34.9,19853,2,1,5,9.5,3.1,3,2,3.1,2,4.47733681447821,2
379,"IRIS 313-11704","IRIS","IND","XI-3","Thailand","SEA",30.95,19259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
380,"IRIS 313-11705","IRIS","IND","XI-3","Thailand","SEA",33.23,19763,2,1,5,9.2,2.9,4,1,2.9,1,4.91998092582813,2
381,"IRIS 313-11706","IRIS","IND","XI-3","Thailand","SEA",19.15,18578,2,1,3,6.1,2.8,3,2,1.4,2,4.89783979995091,2
382,"IRIS 313-11707","IRIS","IND","XI-3","Thailand","SEA",30.85,19657,2,1,5,9.3,2.7,4,2,2.1,2,5.11198778835654,1
383,"IRIS 313-11708","IRIS","IND","XI-3","Thailand","SEA",30.53,19364,2,2,3,9.3,2.6,4,2,2,2,4.77912349311153,2
384,"IRIS 313-11709","IRIS","IND","XI-3","Thailand","SEA",32.61,19527,2,1,5,9.4,2.6,4,2,2.4,1,4.87519732320115,2
385,"IRIS 313-11710","IRIS","IND","XI-3","Thailand","SEA",39.07,19706,2,1,5,9.8,2.7,3,1,3.1,NA,4.97673374242057,2
386,"IRIS 313-11711","IRIS","IND","XI-3","Thailand","SEA",35.15,19528,2,1,5,9.3,2.4,4,2,2.3,1,5.12989871492307,2
387,"IRIS 313-11712","IRIS","AUS","cA","India","SAS",15.04,18636,1,2,5,9.1,3.1,3,2,3,2,4.47733681447821,1
388,"IRIS 313-11716","IRIS","IND","XI-3","Guinea","AFR",29,19892,1,1,5,9.5,2.7,3,2,2.4,1,4.72738781871234,2
389,"IRIS 313-11717","IRIS","IND","XI-adm","Indonesia","SEA",40.09,19525,1,1,5,8.8,3.2,3,2,2.8,2,4.88280192258637,2
390,"IRIS 313-11719","IRIS","IND","XI-3","Thailand","SEA",32.58,19367,2,2,5,10.3,3.6,3,2,3.4,1,4.7361984483945,2
391,"IRIS 313-11720","IRIS","IND","XI-3","Thailand","SEA",29.25,20248,2,1,3,9.5,3,4,1,3.3,2,4.83628190695148,2
392,"IRIS 313-11721","IRIS","IND","XI-3","Thailand","SEA",31.97,19975,NA,1,7,8.7,3.4,NA,2,3.2,2,4.84418708645859,1
393,"IRIS 313-11722","IRIS","IND","XI-adm","Bangladesh","SAS",41.44,19934,1,1,1,8.2,2.6,2,2,1.8,1,4.47733681447821,1
394,"IRIS 313-11723","IRIS","IND","XI-2","Guinea","AFR",46.66,19552,2,1,3,10.8,2.6,4,2,3,2,4.86753445045558,1
395,"IRIS 313-11724","IRIS","IND","XI-3","Guinea","AFR",27.45,18396,2,1,5,6.2,2.4,3,2,2.3,1,4.99721227376411,1
396,"IRIS 313-11725","IRIS","JAP","GJ-tmp","Japan","EAS",38.69,21628,1,1,5,7.7,3.4,2,1,2.8,1,4.23410650459726,2
397,"IRIS 313-11727","IRIS","IND","XI-1A","China","EAS",36.17,19625,2,1,3,7.7,2.8,2,2,2.3,1,4.24849524204936,1
398,"IRIS 313-11728","IRIS","IND","XI-3","China","EAS",34.81,20168,2,2,5,10.1,2.8,3,2,2.9,1,4.61512051684126,1
399,"IRIS 313-11730","IRIS","IND","XI-adm","China","EAS",36.93,19622,1,1,1,7.1,3.1,3,1,2.3,1,4.64439089914137,1
400,"IRIS 313-11731","IRIS","IND","XI-adm","China","EAS",38.05,19997,2,1,1,9.7,2.6,3,2,2.6,1,4.51085950651685,1
401,"IRIS 313-11732","IRIS","IND","XI-1A","China","EAS",27.52,19981,2,1,5,7.5,3.3,2,2,2.2,1,4.24849524204936,1
402,"IRIS 313-11733","IRIS","IND","XI-1A","China","EAS",25.06,19487,1,1,1,7.8,3.3,2,2,2.5,2,4.54329478227,1
403,"IRIS 313-11734","IRIS","IND","XI-1A","China","EAS",27.34,19658,2,1,1,8.1,3.2,3,2,2.8,1,4.47733681447821,1
404,"IRIS 313-11736","IRIS","JAP","GJ-trp","Philippines","SEA",37.51,21106,NA,2,7,7.7,3.3,NA,2,2.5,2,4.49980967033027,1
405,"IRIS 313-11737","IRIS","AUS","cA","India","SAS",34.77,20054,1,1,3,6.7,3.2,3,2,2.1,2,4.57471097850338,2
406,"IRIS 313-11738","IRIS","IND","XI-2","India","SAS",32.53,19066,2,1,3,8.4,3.2,4,2,2.7,1,4.43081679884331,1
407,"IRIS 313-11739","IRIS","JAP","GJ-trp","Ghana","AFR",24.71,20773,1,1,5,9.2,3,3,2,2.8,2,4.59511985013459,1
408,"IRIS 313-11740","IRIS","IND","XI-adm","Ghana","AFR",36.77,19005,2,1,3,8,3.5,4,2,2.9,1,4.70953020131233,1
409,"IRIS 313-11741","IRIS","IND","XI-2","Sri_Lanka","SAS",24.3,19678,2,1,3,8.6,3.1,4,2,2.9,1,4.71849887129509,1
410,"IRIS 313-11742","IRIS","AUS","cA","India","SAS",22.07,19764,1,1,3,7.7,2.8,2,1,2.3,2,4.27666611901606,1
411,"IRIS 313-11744","IRIS","IND","XI-adm","China","EAS",34.91,18690,1,1,5,8.9,2.9,3,2,2.4,1,4.38202663467388,1
412,"IRIS 313-11745","IRIS","IND","XI-1A","China","EAS",35.75,19242,2,1,3,8.1,3.1,3,2,1.9,1,4.27666611901606,1
413,"IRIS 313-11746","IRIS","IND","XI-1A","China","EAS",32.39,18786,1,1,3,8.7,2.8,2,2,2.4,1,4.17438726989564,1
414,"IRIS 313-11747","IRIS","IND","XI-adm","China","EAS",29.61,19181,1,1,5,8.9,2.9,2,2,2.6,1,4.27666611901606,1
415,"IRIS 313-11748","IRIS","IND","XI-adm","China","EAS",31.52,18787,2,2,5,8.7,3,3,2,2.4,1,4.38202663467388,1
416,"IRIS 313-11750","IRIS","IND","XI-adm","China","EAS",30.39,19258,2,1,1,8.6,2.9,3,2,2.3,1,4.51085950651685,1
417,"IRIS 313-11751","IRIS","IND","XI-adm","China","EAS",26.44,19156,2,1,3,9.6,2.7,2,2,2.5,2,4.38202663467388,1
418,"IRIS 313-11752","IRIS","IND","XI-1A","China","EAS",35.92,19080,1,1,1,8.4,3.1,2,2,2.3,1,4.27666611901606,1
419,"IRIS 313-11753","IRIS","IND","XI-1A","China","EAS",26.05,19470,1,1,3,8.8,3,1,2,2.4,1,4.0943445622221,1
420,"IRIS 313-11754","IRIS","ADM","admix","Madagascar","AFR",36.7,19734,2,1,3,9.8,3.1,3,2,2.8,NA,4.64439089914137,1
421,"IRIS 313-11755","IRIS","JAP","GJ-trp","Liberia","AFR",36.12,20419,2,1,3,9.4,3.4,3,2,2.9,2,4.62497281328427,1
422,"IRIS 313-11756","IRIS","JAP","GJ-trp","Madagascar","AFR",23.61,20149,2,1,3,8.7,2.9,3,2,2.5,2,4.62497281328427,1
423,"IRIS 313-11757","IRIS","IND","XI-3","Madagascar","AFR",26.36,18994,2,1,5,7.7,2.5,3,1,2,2,4.98360662170834,2
424,"IRIS 313-11758","IRIS","IND","XI-2","Ivory_Coast","AFR",29.33,18695,NA,2,3,8,2.6,NA,2,2.4,1,4.85981240436167,1
425,"IRIS 313-11759","IRIS","JAP","GJ-trp","Ivory_Coast","AFR",36.12,19179,2,1,5,8.8,3.1,3,2,2.6,NA,4.62497281328427,1
426,"IRIS 313-11760","IRIS","ADM","XI-2","Madagascar","AFR",29.25,19366,1,1,3,9,2.6,3,2,2.1,1,4.82028156560504,1
427,"IRIS 313-11761","IRIS","ADM","XI-2","Ivory_Coast","AFR",34.49,18966,2,1,5,10.2,2.8,3,2,2.6,1,4.76217393479776,1
428,"IRIS 313-11762","IRIS","IND","XI-2","Madagascar","AFR",31.23,19179,2,1,5,9,2.1,3,1,2.2,1,4.84418708645859,2
429,"IRIS 313-11763","IRIS","IND","XI-adm","Cameroon","AFR",23.96,19491,2,1,3,8.7,2.8,2,2,2.2,1,4.52178857704904,1
430,"IRIS 313-11764","IRIS","IND","XI-3","Liberia","AFR",31.05,19037,NA,2,3,7.5,3,NA,2,3.9,1,4.84418708645859,1
431,"IRIS 313-11767","IRIS","ADM","admix","Madagascar","AFR",15.25,20047,2,2,5,11.3,2.5,4,2,2.5,2,4.85203026391962,1
432,"IRIS 313-11772","IRIS","IND","XI-2","Madagascar","AFR",19.2,14890,NA,2,5,9.2,2.9,NA,2,2.6,1,4.52178857704904,1
433,"IRIS 313-11773","IRIS","IND","XI-3","Gambia","AFR",16.01,19057,2,1,3,8.7,3.1,3,2,2.7,1,4.77068462446567,2
434,"IRIS 313-11784","IRIS","IND","XI-1B","Sierra_Leone","AFR",24.07,19595,2,1,1,9.7,2.4,3,1,2.2,2,4.64439089914137,1
435,"IRIS 313-11786","IRIS","IND","XI-3","Gambia","AFR",35.01,19488,2,1,5,10.6,2.7,3,2,2.8,2,4.81218435537242,1
436,"IRIS 313-11787","IRIS","IND","XI-2","Gambia","AFR",24.36,19658,2,2,5,8.9,3.7,4,2,3.2,1,4.90527477843843,1
437,"IRIS 313-11788","IRIS","JAP","GJ-adm","Philippines","SEA",24.11,21337,2,1,5,7.9,3.7,3,2,2.4,1,4.62497281328427,1
438,"IRIS 313-11789","IRIS","ADM","XI-2","Madagascar","AFR",35.91,19859,2,1,5,10.2,2.8,3,2,2.6,1,4.87519732320115,1
439,"IRIS 313-11790","IRIS","JAP","GJ-trp","Madagascar","AFR",33.78,20843,2,1,5,8.2,3.5,3,2,2.8,1,4.59511985013459,1
440,"IRIS 313-11791","IRIS","IND","XI-2","Madagascar","AFR",36.14,19392,2,1,5,9.6,3,4,2,2.8,1,4.59511985013459,1
441,"IRIS 313-11792","IRIS","JAP","GJ-trp","Madagascar","AFR",17.36,21230,2,1,5,8.7,4.1,4,2,3.1,2,4.56434819146784,1
442,"IRIS 313-11794","IRIS","ADM","XI-2","Madagascar","AFR",40.71,19164,NA,2,3,10.1,2.6,NA,2,3.4,1,4.61512051684126,1
443,"IRIS 313-11795","IRIS","IND","XI-1A","China","EAS",36.37,18334,1,1,1,8.1,3.3,3,2,2.5,1,4.39444915467244,1
