"X3K_DNA_IRIS_UNIQUE_ID","Status_with_Pedigree.plus.knowledge","Region_of_Origin","K9_group_Admixture","Genetic_Stock_Accession","Country_Origin_updated","Culm.diameter...1st.internode","culm.strength","flag.leaf.angle","grain.length","grain.width","leaf.length","leaf.senescence","Grain.weight","Salt.injury.at.EC12","Time.to.flowering..from.sowing","panicle.threshability"
"IRIS_313_11717","T","SER","XI-adm","IRGC 127450","Indonesia",1,1,5,8.8,3.2,3,2,2.8,2,4.88280192258637,2
"IRIS_313_11719",NA,"SEA","XI-3","IRGC 127304","Thailand",2,2,5,10.3,3.6,3,2,3.4,1,4.7361984483945,2
"IRIS_313_11720",NA,"SEA","XI-3","IRGC 127302","Thailand",2,1,3,9.5,3,4,1,3.3,2,4.83628190695148,2
"IRIS_313_11721",NA,"SEA","XI-3","IRGC 127372","Thailand",NA,1,7,8.7,3.4,NA,2,3.2,2,4.84418708645859,1
"IRIS_313_11722","T","SAE","XI-adm","IRGC 128327","Bangladesh",1,1,1,8.2,2.6,2,2,1.8,1,4.47733681447821,1
"IRIS_313_11723","T","WAF","XI-2","IRGC 127320","Guinea",2,1,3,10.8,2.6,4,2,3,2,4.86753445045558,1
"IRIS_313_11724","T","WAF","XI-3","IRGC 127531","Guinea",2,1,5,6.2,2.4,3,2,2.3,1,4.99721227376411,1
"IRIS_313_11725","I","EAR","GJ-tmp","IRGC 128514","Japan",1,1,5,7.7,3.4,2,1,2.8,1,4.23410650459726,2
"IRIS_313_11727",NA,"EAS","XI-1A","IRGC 127416","China",2,1,3,7.7,2.8,2,2,2.3,1,4.24849524204936,1
"IRIS_313_11728",NA,"EAS","XI-3","IRGC 127581","China",2,2,5,10.1,2.8,3,2,2.9,1,4.61512051684126,1
"IRIS_313_11730",NA,"EAS","XI-adm","IRGC 127753","China",1,1,1,7.1,3.1,3,1,2.3,1,4.64439089914137,1
"IRIS_313_11731",NA,"EAS","XI-adm","IRGC 127754","China",2,1,1,9.7,2.6,3,2,2.6,1,4.51085950651685,1
"IRIS_313_11732",NA,"EAS","XI-1A","IRGC 127755","China",2,1,5,7.5,3.3,2,2,2.2,1,4.24849524204936,1
"IRIS_313_11733",NA,"EAS","XI-1A","IRGC 127801","China",1,1,1,7.8,3.3,2,2,2.5,2,4.54329478227,1
"IRIS_313_11734",NA,"EAS","XI-1A","IRGC 127803","China",2,1,1,8.1,3.2,3,2,2.8,1,4.47733681447821,1
"IRIS_313_11736","T","SER","GJ-trp","IRGC 127595","Philippines",NA,2,7,7.7,3.3,NA,2,2.5,2,4.49980967033027,1
"IRIS_313_11737","T","SAC","cA (Aus)","IRGC 127283","India",1,1,3,6.7,3.2,3,2,2.1,2,4.57471097850338,2
"IRIS_313_11738","T","SAC","XI-2","IRGC 127720","India",2,1,3,8.4,3.2,4,2,2.7,1,4.43081679884331,1
"IRIS_313_11739","T","WAF","GJ-trp","IRGC 128398","Ghana",1,1,5,9.2,3,3,2,2.8,2,4.59511985013459,1
"IRIS_313_11740","I","WAF","XI-adm","IRGC 127872","Ghana",2,1,3,8,3.5,4,2,2.9,1,4.70953020131233,1
"IRIS_313_11741","T","IOC","XI-2","IRGC 127407","Sri Lanka",2,1,3,8.6,3.1,4,2,2.9,1,4.71849887129509,1
"IRIS_313_11742",NA,"SAC","cA (Aus)","IRGC 127480","India",1,1,3,7.7,2.8,2,1,2.3,2,4.27666611901606,1
"IRIS_313_11744",NA,"EAS","XI-adm","IRGC 127114","China",1,1,5,8.9,2.9,3,2,2.4,1,4.38202663467388,1
"IRIS_313_11745",NA,"EAS","XI-1A","IRGC 127123","China",2,1,3,8.1,3.1,3,2,1.9,1,4.27666611901606,1
"IRIS_313_11746",NA,"EAS","XI-1A","IRGC 127349","China",1,1,3,8.7,2.8,2,2,2.4,1,4.17438726989564,1
"IRIS_313_11747",NA,"EAS","XI-adm","IRGC 127350","China",1,1,5,8.9,2.9,2,2,2.6,1,4.27666611901606,1
"IRIS_313_11748",NA,"EAS","XI-adm","IRGC 127378","China",2,2,5,8.7,3,3,2,2.4,1,4.38202663467388,1
"IRIS_313_11750",NA,"EAS","XI-adm","IRGC 127538","China",2,1,1,8.6,2.9,3,2,2.3,1,4.51085950651685,1
"IRIS_313_11751",NA,"EAS","XI-adm","IRGC 127539","China",2,1,3,9.6,2.7,2,2,2.5,2,4.38202663467388,1
"IRIS_313_11752",NA,"EAS","XI-1A","IRGC 127584","China",1,1,1,8.4,3.1,2,2,2.3,1,4.27666611901606,1
"IRIS_313_11753",NA,"EAS","XI-1A","IRGC 127894","China",1,1,3,8.8,3,1,2,2.4,1,4.0943445622221,1
"IRIS_313_11754",NA,"IOC","admix","IRGC 128214","Madagascar",2,1,3,9.8,3.1,3,2,2.8,NA,4.64439089914137,1
"IRIS_313_11755",NA,"WAF","GJ-trp","IRGC 131961","Liberia",2,1,3,9.4,3.4,3,2,2.9,2,4.62497281328427,1
"IRIS_313_11756",NA,"IOC","GJ-trp","IRGC 131970","Madagascar",2,1,3,8.7,2.9,3,2,2.5,2,4.62497281328427,1
"IRIS_313_11757",NA,"IOC","XI-3","IRGC 131972","Madagascar",2,1,5,7.7,2.5,3,1,2,2,4.98360662170834,2
"IRIS_313_11758",NA,"WAF","XI-2","IRGC 131987","Cote d'Ivoire",NA,2,3,8,2.6,NA,2,2.4,1,4.85981240436167,1
"IRIS_313_11759",NA,"WAF","GJ-trp","IRGC 131995","Cote d'Ivoire",2,1,5,8.8,3.1,3,2,2.6,NA,4.62497281328427,1
"IRIS_313_11760",NA,"IOC","XI-2","IRGC 127623","Madagascar",1,1,3,9,2.6,3,2,2.1,1,4.82028156560504,1
"IRIS_313_11761",NA,"WAF","XI-2","IRGC 127683","Cote d'Ivoire",2,1,5,10.2,2.8,3,2,2.6,1,4.76217393479776,1
"IRIS_313_11762",NA,"IOC","XI-2","IRGC 127682","Madagascar",2,1,5,9,2.1,3,1,2.2,1,4.84418708645859,2
"IRIS_313_11763","I","WAF","XI-adm","IRGC 127734","Cameroon",2,1,3,8.7,2.8,2,2,2.2,1,4.52178857704904,1
"IRIS_313_11764","I","WAF","XI-3","IRGC 127697","Liberia",NA,2,3,7.5,3,NA,2,3.9,1,4.84418708645859,1
"IRIS_313_11767",NA,"IOC","admix","IRGC 128496","Madagascar",2,2,5,11.3,2.5,4,2,2.5,2,4.85203026391962,1
"IRIS_313_11772","T","IOC","XI-2","IRGC 128452","Madagascar",NA,2,5,9.2,2.9,NA,2,2.6,1,4.52178857704904,1
"IRIS_313_11773",NA,"WAF","XI-3","IRGC 132275","Gambia",2,1,3,8.7,3.1,3,2,2.7,1,4.77068462446567,2
"IRIS_313_11784","T","WAF","XI-1B","IRGC 127619","Sierra Leone",2,1,1,9.7,2.4,3,1,2.2,2,4.64439089914137,1
"IRIS_313_11786","T","WAF","XI-3","IRGC 128411","Gambia",2,1,5,10.6,2.7,3,2,2.8,2,4.81218435537242,1
"IRIS_313_11787","T","WAF","XI-2","IRGC 127845","Gambia",2,2,5,8.9,3.7,4,2,3.2,1,4.90527477843843,1
"IRIS_313_11788","T","SER","GJ-adm","IRGC 127247","Philippines",2,1,5,7.9,3.7,3,2,2.4,1,4.62497281328427,1
"IRIS_313_11789","T","IOC","XI-2","IRGC 127774","Madagascar",2,1,5,10.2,2.8,3,2,2.6,1,4.87519732320115,1
"IRIS_313_11790","T","IOC","GJ-trp","IRGC 127883","Madagascar",2,1,5,8.2,3.5,3,2,2.8,1,4.59511985013459,1
"IRIS_313_11791","T","IOC","XI-2","IRGC 127885","Madagascar",2,1,5,9.6,3,4,2,2.8,1,4.59511985013459,1
"IRIS_313_11792","T","IOC","GJ-trp","IRGC 128498","Madagascar",2,1,5,8.7,4.1,4,2,3.1,2,4.56434819146784,1
"IRIS_313_11794",NA,"IOC","XI-2","IRGC 127867","Madagascar",NA,2,3,10.1,2.6,NA,2,3.4,1,4.61512051684126,1
"IRIS_313_11795",NA,"EAS","XI-1A","IRGC 127291","China",1,1,1,8.1,3.3,3,2,2.5,1,4.39444915467244,1
"IRIS_313_11796",NA,"EAS","XI-1A","IRGC 127345","China",2,1,5,8.3,3.2,2,2,2.3,1,4.4188406077966,1
"IRIS_313_11797",NA,"EAS","XI-1A","IRGC 128289","China",1,1,3,10,2.5,2,2,2.6,1,4.12713438504509,1
"IRIS_313_11798",NA,"EAS","XI-1B","IRGC 127365","China",1,1,1,9.1,3,2,2,2.6,2,4.39444915467244,1
"IRIS_313_11799",NA,"EAS","XI-1A","IRGC 127366","China",1,1,3,9,3.1,2,2,2.4,1,4.38202663467388,1
"IRIS_313_11800",NA,"EAS","GJ-tmp","IRGC 136098","China",1,1,5,8,3.7,2,1,3.1,NA,4.21950770517611,1
"IRIS_313_11801",NA,"EAS","XI-adm","IRGC 127368","China",1,1,3,9,2.8,2,2,2.6,1,4.4188406077966,1
"IRIS_313_11802",NA,"EAS","XI-1A","IRGC 127460","China",1,2,3,8.6,3.3,3,2,2.8,1,4.48863636973214,1
"IRIS_313_11804",NA,"EAS","XI-1A","IRGC 128441","China",2,1,5,8.1,3.3,3,2,2.3,1,4.31748811353631,1
"IRIS_313_11805",NA,"EAS","XI-1A","IRGC 127895","China",2,1,5,8.8,3.4,3,2,2.7,1,4.4188406077966,1
"IRIS_313_11806",NA,"EAS","XI-1A","IRGC 127101","China",1,1,3,8.1,3.1,2,2,2.2,2,4.43081679884331,1
"IRIS_313_11807","I","SAM","XI-adm","IRGC 127757","Colombia",2,1,1,9.6,2.5,3,2,2.4,1,4.65396035015752,1
"IRIS_313_11809","T","EAF","cA (Aus)","IRGC 128387","Kenya",2,1,5,10.5,2.5,3,2,2.3,1,4.44265125649032,1
"IRIS_313_11810","T","EAF","XI-3","IRGC 132036","Kenya",2,1,5,9.9,2.9,3,NA,2.3,1,4.82028156560504,NA
"IRIS_313_11811","T","EAF","XI-2","IRGC 127632","Kenya",2,2,3,9.1,2.9,3,2,2.1,1,4.81218435537242,1
"IRIS_313_11812","T","EAF","XI-3","IRGC 127175","Kenya",2,1,3,10.2,2.8,5,2,2.3,2,4.74493212836325,1
"IRIS_313_11813","T","EAF","XI-3","IRGC 132372","Kenya",2,2,3,9.8,2.7,3,2,2.1,2,4.68213122712422,1
"IRIS_313_11814","T","EAF","XI-3","IRGC 127523","Kenya",2,1,3,11.2,2.8,4,2,3,2,4.91265488573605,2
"IRIS_313_11815","T","EAF","XI-3","IRGC 127633","Kenya",2,1,5,9.8,3,4,2,2.7,1,4.77068462446567,1
"IRIS_313_11816","T","SEA","XI-adm","IRGC 127493","Myanmar",1,1,1,7.8,3.1,3,2,2.4,1,4.67282883446191,2
"IRIS_313_11817","T","SEA","XI-adm","IRGC 128085","Myanmar",2,2,5,9.7,2.9,4,2,2.6,1,4.66343909411207,2
"IRIS_313_11819","T","SEA","XI-3","IRGC 132362","Myanmar",2,2,3,9.5,2.4,3,2,2.8,1,4.7361984483945,2
"IRIS_313_11820","T","SEA","XI-3","IRGC 127709","Myanmar",2,2,3,10.1,2.7,3,2,3.4,1,4.80402104473326,2
"IRIS_313_11821","T","SAC","XI-2","IRGC 127096","India",2,1,5,7.1,3.3,4,2,2.1,2,4.81218435537242,1
"IRIS_313_11822","T","SAC","XI-2","IRGC 135738","India",2,1,3,9.1,3.1,3,2,2.6,NA,4.70953020131233,1
"IRIS_313_11823","T","SAC","XI-2","IRGC 127223","India",2,1,5,9.6,3,4,2,2,2,4.77068462446567,1
"IRIS_313_11824","T","SAC","XI-2","IRGC 127317","India",2,1,5,8.9,3.5,3,2,2.5,2,4.7361984483945,1
"IRIS_313_11825","T","SAC","cB (Bas)","IRGC 135753","India",2,1,5,9.5,2.7,4,2,2.4,NA,4.70953020131233,1
"IRIS_313_11829","T","SAW","GJ-tmp","IRGC 128396","Pakistan",1,1,5,7.3,3.3,2,1,2.4,2,4.35670882668959,2
"IRIS_313_11832","T","SEA","GJ-sbtrp","IRGC 131964","Thailand",2,1,3,9.3,2.8,3,2,2,1,4.63472898822964,1
"IRIS_313_11833","T","SEA","XI-3","IRGC 132276","Thailand",2,1,3,8.2,2.5,4,2,1.6,1,4.9416424226093,2
"IRIS_313_11835","T","SEA","XI-adm","IRGC 128287","Thailand",2,1,7,9.9,3.2,4,2,2.7,1,4.67282883446191,1
"IRIS_313_11836","T","SEA","XI-3","IRGC 132000","Thailand",2,2,5,9.1,2.8,4,2,2.7,1,4.77912349311153,2
"IRIS_313_11840","T","SEA","XI-3","IRGC 132412","Thailand",2,1,3,10.2,2.8,4,2,2,1,4.91998092582813,2
"IRIS_313_11842","T","SEA","XI-3",NA,"Thailand",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IRIS_313_11848","T","SER","XI-3","IRGC 132037","Malaysia",2,1,5,9.5,2.9,4,2,2.4,1,5.08140436498446,2
"IRIS_313_11854",NA,"EAS","XI-1A","IRGC 127276","China",2,1,5,7.7,3.1,3,2,2.1,2,4.46590811865458,NA
"IRIS_313_11866",NA,"EAS","XI-1A","IRGC 127458","China",1,1,3,7.6,3.1,2,2,2.2,1,4.43081679884331,2
"IRIS_313_11867",NA,"EAS","XI-1A","IRGC 127503","China",1,1,3,8.4,2.7,3,2,2.1,1,4.45434729625351,2
"IRIS_313_11870",NA,"EAS","XI-1A","IRGC 132429","China",2,1,5,8.3,2.8,3,2,2.2,1,4.40671924726425,2
"IRIS_313_11877",NA,"EAS","XI-1A","IRGC 127125","China",2,1,3,9.5,2.9,3,2,2.3,2,4.27666611901606,1
"IRIS_313_11878",NA,"EAS","XI-1A","IRGC 127203","China",2,1,5,8.3,3.1,3,2,2.6,2,4.36944785246702,1
"IRIS_313_11882",NA,"EAS","XI-1A","IRGC 127605","China",2,1,3,8.6,3.4,3,2,2.9,1,4.43081679884331,1
"IRIS_313_11887","I","SER-IRRI","XI-1B","IRGC 127434","Philippines",2,1,1,8.9,2.5,3,2,2.3,2,4.48863636973214,1
"IRIS_313_11897","T","SEA","GJ-sbtrp","IRGC 128431","Thailand",1,1,3,8.9,3.2,4,1,2.6,2,4.47733681447821,1
"IRIS_313_11900",NA,"SEA","GJ-sbtrp","IRGC 128435","Thailand",2,1,7,10.8,4.1,4,2,3.7,1,4.67282883446191,1
"IRIS_313_11902",NA,"SER","XI-3","IRGC 127251","Indonesia",2,1,7,8,3.1,4,2,2.4,2,4.74493212836325,1
"IRIS_313_11909",NA,"EAS","XI-1A","IRGC 127414","China",1,1,5,8.1,3.1,3,2,2.2,2,4.36944785246702,1
"IRIS_313_11916","T","IOC","XI-2","IRGC 128395","Sri Lanka",2,1,3,8.5,3.4,4,2,2.1,1,4.70048036579242,2
"IRIS_313_11919","T","SAC","XI-2","IRGC 127542","India",2,1,3,8.6,3,4,2,2.6,2,4.53259949315326,2
"IRIS_313_11920",NA,"SEA","XI-adm","IRGC 127386","Thailand",2,1,5,10.1,2.5,4,2,2.1,2,4.62497281328427,2
"IRIS_313_11924",NA,"SEA","GJ-sbtrp","IRGC 128400","Thailand",2,1,5,10.1,3.3,4,2,2.6,2,4.68213122712422,1
"IRIS_313_11927",NA,"SEA","XI-3","IRGC 127897","Thailand",2,2,3,10.1,3.3,4,2,2.5,1,4.49980967033027,2
"IRIS_313_11929","T","SER","GJ-trp","IRGC 127385","Philippines",2,1,5,9,2.5,3,2,2.1,2,4.63472898822964,2
"IRIS_313_11930","P","WAF","XI-1B","IRGC 127444","Nigeria",2,1,5,9.5,2.6,3,2,2.2,1,4.59511985013459,1
"IRIS_313_11935","T","SEA","XI-3","IRGC 132006","Cambodia",2,1,3,6.6,2,3,2,2.1,1,5.04342511691925,2
"IRIS_313_11939","T","WAF","XI-3","IRGC 127484","Burkina Faso",NA,2,3,9.8,2.6,NA,2,2.9,1,4.78749174278205,1
"IRIS_313_11940","T","WAF","XI-adm","IRGC 127599","Burkina Faso",NA,2,3,8.5,2.8,NA,2,2,1,4.79579054559674,1
"IRIS_313_11941","T","WAF","XI-1B","IRGC 128394","Burkina Faso",2,1,1,9.1,2.4,2,1,2.5,2,4.70048036579242,2
"IRIS_313_11945","T","SAE","XI-2","IRGC 127598","Bangladesh",2,2,5,7.1,2.9,4,2,2,2,4.86753445045558,2
"IRIS_313_11949",NA,"EAS","XI-1A","IRGC 127568","China",2,1,5,8.2,2.9,3,2,2.3,2,4.39444915467244,2
"IRIS_313_11950",NA,"EAS","XI-1A","IRGC 127626","China",2,1,5,7.7,3.3,3,2,2.3,1,4.43081679884331,2
"IRIS_313_11953",NA,"EAS","XI-1A","IRGC 127783","China",1,2,5,8.4,3.1,3,2,2.3,1,4.34380542185368,2
"IRIS_313_11955",NA,"EAS","XI-1A","IRGC 127901","China",2,2,5,7.7,3,3,2,2.4,1,4.47733681447821,2
"IRIS_313_11959","T","SER","XI-3","IRGC 135756","Philippines",2,2,5,8.6,3.4,4,2,2.9,NA,4.86753445045558,2
"IRIS_313_11962",NA,"SEA","XI-3","IRGC 132002","Thailand",NA,2,7,9.9,2.5,NA,2,2.8,1,4.91265488573605,1
"IRIS_313_11966","T","EAS","XI-1A","IRGC 127752","China",2,1,5,8.4,3,3,2,2.4,1,4.48863636973214,2
"IRIS_313_11978","I","SER-IRRI","XI-1B","IRGC 127440","Philippines",2,1,3,9.2,2.6,3,2,2.6,1,4.48863636973214,2
"IRIS_313_11979","I","SER-IRRI","XI-1B","IRGC 127435","Philippines",1,2,5,9.1,2.2,3,2,2.2,2,4.64439089914137,2
"IRIS_313_11988","T","WAF","XI-adm","IRGC 132033","Sierra Leone",2,1,1,7.5,3.2,2,2,2,1,4.90527477843843,1
"IRIS_313_11989","T","SER","XI-3","IRGC 132416","Brunei Darussalam",2,1,3,7.4,2.8,2,2,1.4,1,5.02388052084628,1
"IRIS_313_11994","T","SER","GJ-trp","IRGC 131996","Philippines",2,1,5,8.8,3.6,2,2,1.9,1,4.58496747867057,1
"IRIS_313_11999","T","SEA","XI-3","IRGC 132281","Cambodia",2,1,5,8.1,3,3,2,2.2,2,4.94875989037817,1
"IRIS_313_12000","T","SEA","XI-3","IRGC 135569","Cambodia",2,1,3,7.8,2.7,3,2,2.2,NA,5.04342511691925,2
"IRIS_313_12010",NA,"EAS","XI-1A","IRGC 127900","China",2,1,3,8.2,3.1,2,2,2.4,1,4.36944785246702,1
"IRIS_313_12024",NA,"WAF","XI-1B","IRGC 127866","Sierra Leone",2,1,1,9.5,2.6,2,1,2.6,1,4.58496747867057,1
"IRIS_313_12033",NA,"EAS","XI-1A","IRGC 127377","China",2,1,1,8,3.4,2,2,2.5,1,4.45434729625351,2
"IRIS_313_12040","T","SEA","XI-3","IRGC 132285","Cambodia",2,1,5,7.6,2.7,4,2,2,1,5.11198778835654,2
"IRIS_313_12041","T","SEA","XI-3","IRGC 132413","Cambodia",2,1,5,7.7,2.6,4,2,1.8,1,5.08140436498446,2
"IRIS_313_12044","T","SEA","XI-3","IRGC 135641","Cambodia",2,1,3,8.2,2.6,4,2,2.2,NA,5.01063529409626,2
"IRIS_313_12045","T","SER","GJ-trp",NA,"Indonesia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IRIS_313_12048","T","SER","XI-3","IRGC 127564","Indonesia",2,1,3,7.1,2.4,4,2,1.5,2,5.01063529409626,2
"IRIS_313_12052","T","SAC","XI-adm","IRGC 127109","India",2,1,5,8.5,3.4,4,2,2.6,1,4.85981240436167,1
"IRIS_313_12054","I","EAS","GJ-tmp","IRGC 128312","China",NA,2,3,7.5,3.2,NA,2,2.5,2,4.23410650459726,1
"IRIS_313_12058","T","SEA","XI-3","IRGC 132406","Cambodia",2,2,5,6.8,2.7,4,2,2.2,1,5.08759633523238,2
"IRIS_313_12060",NA,"EAS","GJ-adm","IRGC 128365","China",2,1,5,7,3.1,3,2,2.4,2,4.11087386417331,1
"IRIS_313_12061",NA,"EAS","GJ-tmp","IRGC 128509","China",2,1,5,6.2,3,2,1,2.1,1,4.21950770517611,1
"IRIS_313_12068","T","SER","GJ-trp","IRGC 132262","Indonesia",2,1,5,9.2,3.2,4,2,2.9,1,4.59511985013459,2
"IRIS_313_12071",NA,"SEA","GJ-sbtrp","IRGC 128406","Lao People's Democratic Republic",2,1,5,9.1,3.2,3,2,3.1,2,4.31748811353631,2
"IRIS_313_12094","T","SAE","cB (Bas)","IRGC 127496","Bangladesh",2,1,5,4.7,2.1,NA,2,1.3,1,4.84418708645859,2
"IRIS_313_12097","T","SEA","XI-3","IRGC 135778","Cambodia",2,1,5,7,2.7,2,2,1.6,NA,5.14749447681345,2
"IRIS_313_12101","T","SEA","XI-3","IRGC 132298","Cambodia",2,2,3,6.2,2.1,NA,2,1.7,2,5.21493575760899,1
"IRIS_313_12108",NA,"SER","GJ-trp",NA,"Malaysia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IRIS_313_12118",NA,"IOC","XI-2","IRGC 127691","Madagascar",2,1,1,6,2,3,2,2.2,1,4.78749174278205,2
"IRIS_313_12121","T","SEA","XI-3","IRGC 127254","Lao People's Democratic Republic",2,1,5,7.1,2.2,3,2,1.8,2,4.81218435537242,2
"IRIS_313_12127","T","SEA","XI-3","IRGC 127431","Lao People's Democratic Republic",2,1,3,6.7,2.7,3,2,3.7,1,4.81218435537242,2
"IRIS_313_12128","T","SEA","XI-3","IRGC 127408","Lao People's Democratic Republic",2,1,5,7.6,2,4,2,2.6,1,4.84418708645859,2
"IRIS_313_12129","T","SEA","GJ-sbtrp","IRGC 128391","Lao People's Democratic Republic",2,1,7,7,3.4,3,2,3.8,1,4.52178857704904,2
"IRIS_313_12131",NA,"SEA","XI-3","IRGC 132011","Lao People's Democratic Republic",2,1,5,7.4,2.4,4,2,2.2,1,4.64439089914137,2
"IRIS_313_12134","T","SEA","GJ-sbtrp","IRGC 135802","Lao People's Democratic Republic",2,1,7,7,3,3,1,2.9,NA,4.64439089914137,1
"IRIS_313_12135",NA,"SER","XI-1B","IRGC 127726","Malaysia",1,1,3,6.7,1.8,2,2,2,1,4.35670882668959,2
"IRIS_313_12141","T","SAE","cA (Aus)","IRGC 132399","Bangladesh",1,1,5,6,2.1,3,2,2.5,2,4.39444915467244,2
"IRIS_313_12146","T","SEA","XI-adm","IRGC 127121","Cambodia",2,1,3,8.2,2.8,4,2,2.2,2,4.88280192258637,2
"IRIS_313_12164","T","SEA","GJ-adm","IRGC 127723","Cambodia",2,1,5,6.2,2.2,3,2,2.9,2,4.29045944114839,2
"IRIS_313_12183","T","SAC","cA (Aus)","IRGC 127796","Nepal",2,1,3,7.4,3.6,3,2,2.1,1,4.7361984483945,1
"IRIS_313_12188",NA,"SEA","XI-3","IRGC 127260","Lao People's Democratic Republic",2,1,3,9.6,2.7,3,2,2.2,1,4.75359019110636,2
"IRIS_313_12190","T","SEA","XI-adm","IRGC 131975","Lao People's Democratic Republic",2,1,3,10.1,2.9,4,2,3.3,1,4.71849887129509,2
"IRIS_313_12193","T","SEA","XI-3","IRGC 127341","Lao People's Democratic Republic",2,1,7,9.9,3.6,3,2,3.6,2,4.77912349311153,2
"IRIS_313_12228","T","SEA","GJ-sbtrp","IRGC 128474","Lao People's Democratic Republic",2,1,7,9.3,3.3,3,2,3.8,2,4.52178857704904,2
"IRIS_313_12234",NA,"EAS","XI-1B","IRGC 127124","China",1,1,3,7.9,2.8,3,2,3,2,4.59511985013459,2
"IRIS_313_12258","T","SEA","GJ-sbtrp","IRGC 128283","Lao People's Democratic Republic",2,1,7,8.5,3.5,3,2,3.1,1,4.48863636973214,2
"IRIS_313_12259",NA,"SEA","XI-3","IRGC 127352","Lao People's Democratic Republic",2,1,5,9.3,3.5,3,2,2.7,2,4.90527477843843,1
"IRIS_313_12262",NA,"SEA","GJ-sbtrp","IRGC 128410","Lao People's Democratic Republic",2,2,7,10.4,3.3,3,2,3.4,2,4.40671924726425,2
"IRIS_313_12268","T","SEA","XI-adm","IRGC 127616","Myanmar",2,1,3,8.5,2.8,4,2,2.7,2,4.66343909411207,2
"IRIS_313_12275",NA,"EAS","XI-adm","IRGC 127590","China",2,1,5,9.3,2.8,3,2,2.5,2,4.34380542185368,2
"IRIS_313_12281",NA,"IOC","GJ-trp","IRGC 128457","Madagascar",2,1,7,8.9,3.8,4,1,3.1,2,4.57471097850338,1
"IRIS_313_12287","T","SEA","XI-3","IRGC 127501","Myanmar",2,1,3,9.7,2.7,3,2,2.6,1,4.85981240436167,2
"IRIS_313_12289","T","SEA","GJ-sbtrp","IRGC 132304","Myanmar",2,1,7,9.8,3.6,3,2,3.3,1,4.54329478227,1
"IRIS_313_12291","T","SEA","XI-adm","IRGC 132358","Myanmar",2,1,5,8.7,2.9,3,2,2.6,2,4.8283137373023,2
"IRIS_313_12300","T","SEA","XI-adm","IRGC 127673","Lao People's Democratic Republic",2,1,3,8.6,3,3,2,2.2,1,4.51085950651685,2
"IRIS_313_12303","T","SEA","XI-adm","IRGC 127561","Lao People's Democratic Republic",2,1,3,9.4,3.4,4,2,3,1,4.85203026391962,1
"IRIS_313_12305","T","SEA","XI-3","IRGC 127708","Lao People's Democratic Republic",2,1,3,8.1,3.5,3,2,1.5,1,4.85203026391962,2
"IRIS_313_12307",NA,"SEA","GJ-sbtrp","IRGC 132034","Lao People's Democratic Republic",2,1,7,9.5,4.2,3,2,2.9,1,4.53259949315326,2
"IRIS_313_12312",NA,"SEA","GJ-sbtrp","IRGC 128482","Lao People's Democratic Republic",2,1,7,8.9,3.6,3,2,3.3,2,4.48863636973214,1
"IRIS_313_12321","T","SEA","GJ-sbtrp","IRGC 127557","Lao People's Democratic Republic",2,1,7,8.4,3.5,3,2,3.3,2,4.43081679884331,2
"IRIS_313_12323","T","SEA","GJ-sbtrp","IRGC 135563","Lao People's Democratic Republic",2,2,5,10.9,3.7,3,1,4.5,NA,4.45434729625351,2
"IRIS_313_12334","T","SEA","XI-3","IRGC 127334","Lao People's Democratic Republic",2,1,3,10.7,3.6,3,2,3,2,4.48863636973214,2
"IRIS_313_12349",NA,"SEA","GJ-sbtrp","IRGC 127592","Lao People's Democratic Republic",2,1,7,8.8,4,4,2,4.7,2,4.51085950651685,2
"IRIS_313_12350","T","SEA","GJ-sbtrp","IRGC 127593","Lao People's Democratic Republic",2,1,7,9.1,3.8,4,2,3.3,2,4.48863636973214,1
"IRIS_313_12351","T","SEA","GJ-sbtrp","IRGC 135759","Lao People's Democratic Republic",2,1,7,10.3,4.3,3,2,4.5,NA,4.51085950651685,2
"IRIS_313_12354","T","SEA","XI-adm","IRGC 127649","Lao People's Democratic Republic",2,1,1,9.5,3.3,3,2,2.8,1,4.71849887129509,1
"IRIS_313_12355","T","SEA","XI-adm","IRGC 127650","Lao People's Democratic Republic",2,1,1,10.6,2.8,3,2,2.9,1,4.60517018598809,2
"IRIS_313_15900","I","SER-IRRI","XI-adm","IRGC 126960","Philippines",NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA
"IRIS_313_15908","I","SAM","cA (Aus)","IRGC 126955","Colombia",NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA
"IRIS_313_15910","I","NAM","GJ-trp","IRGC 126956","United States of America",NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA
"IRIS_313_7638",NA,"IOC","XI-adm","IRGC 121963","Madagascar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IRIS_313_7646",NA,"IOC","admix","IRGC 124378","Madagascar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IRIS_313_7650",NA,"IOC","XI-2","IRGC 124380","Madagascar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IRIS_313_7685","I","SER-IRRI","XI-1B","IRGC 122089","Philippines",1,1,1,9,2.1,2,2,2.2,NA,4.45434729625351,2
